id,name,ti,price,time,iced,link,date_added,archived
6881937,HIBÁTLAN Asus TUF Gaming RTX 3080 10GB OC V2 (LHR),False,180000,2025-01-29 10:35:00,True,https://hardverapro.hu/apro/hibatlan_asus_tuf_gaming_rtx_3080_10gb_oc_v2/friss.html,2025-01-29 12:16:32,True
6882636,DELL GeForce RTX 3080 10GB MS-V389 videó kártya,False,164990,2025-01-29 17:16:00,False,https://hardverapro.hu/apro/dell_geforce_rtx_3080_10gb_ms-v389_video_kartya/friss.html,2025-01-29 16:21:13,True
6882594,Evga geforce rtx 3080 ti xc3 ultra gaming 12GB,True,210000,2025-01-29 16:56:00,False,https://hardverapro.hu/apro/evga_geforce_rtx_3080_ti_xc3_ultra_gaming_12gb/friss.html,2025-01-29 16:21:13,True
6882255,"HP RTX 3080 Ti 12 GB - vízhűtéses, gyári is megvan.",True,230000,2025-01-29 13:33:00,True,https://hardverapro.hu/apro/hp_rtx_3080_ti_12_gb_vizhuteses_gyari_is_megvan/friss.html,2025-01-29 16:21:13,True
6714159,Gigabyte RTX 3080 12GB /Jótállással!/Dobozos!/Beszámítás!/ Posta ok!,False,159999,2025-01-29 16:50:00,True,https://hardverapro.hu/apro/evga_80_gold_1000w_jotallassal_dobozos_posta_ok/friss.html,2025-01-29 22:11:59,True
6883137,AORUS GeForce RTX 3080 XTREME WATERFORCE 10G (rev. 1.0),False,180000,2025-01-29 23:26:00,False,https://hardverapro.hu/apro/aorus_geforce_rtx_3080_xtreme_waterforce_10g_rev_1_3/friss.html,2025-01-30 06:20:44,True
6883597,Geforce 3080 RTX gaming X trio 10 g,False,200000,2025-01-30 12:15:00,False,https://hardverapro.hu/apro/geforce_3080_rtx_gaming_x_trio_10_g/friss.html,2025-01-30 11:18:04,True
6884277,EVGA RTX 3080 Ti 12GB GDDR6X FTW3 ULTRA GAMING - 2025.05.08-ig magyar Alza garancia!,True,249990,2025-01-30 19:05:00,False,https://hardverapro.hu/apro/evga_rtx_3080_ti_12gb_gddr6x_ftw3_ultra_gaming_202_3/friss.html,2025-01-30 18:27:21,True
6884125,Inno3D GeForce iChill X4 RTX 3080 Ti 12GB,True,220000,2025-01-30 17:52:00,False,https://hardverapro.hu/apro/inno3d_geforce_ichill_x4_rtx_3080_ti_12gb/friss.html,2025-01-30 18:27:21,True
6884396,ASUS TUF Gaming GeForce RTX 3080 V2 OC Edition 2026-ig garancia,False,189990,2025-01-30 20:27:00,True,https://hardverapro.hu/apro/asus_tuf_gaming_geforce_rtx_3080_v2_oc_edition_202/friss.html,2025-01-30 20:18:52,True
6884546,MSI RTX 3080 Ti VENTUS 3X 12GB GDDR6X 384bit,True,200000,2025-01-30 23:58:00,True,https://hardverapro.hu/apro/msi_rtx_3080_ti_ventus_3x_12gb_oc_gddr6x_384bit/friss.html,2025-01-31 06:21:36,True
6884763,ASUS ROG STRIX RTX 3080 GAMING OC WHITE - Garancia,False,199990,2025-01-31 09:33:00,False,https://hardverapro.hu/apro/asus_rog_strix_rtx_3080_gaming_oc_white_garancia/friss.html,2025-01-31 10:19:36,True
